date,HBR1,HBR2,HBR3,HBR4,HBR5,HBR6,HBR7,HBR8,HBR9
2013-09-23 00:00:00,0.182,0.154,0.296,NA,0.21,0.218,0.33,0.3,0.37
2013-09-23 00:30:00,0.182,0.139,0.296,NA,0.21,0.218,0.33,0.3,0.37
2013-09-23 01:00:00,0.182,0.139,0.296,NA,0.21,0.218,0.33,0.3,0.37
2013-09-23 01:30:00,0.182,0.139,0.296,NA,0.21,0.218,0.33,0.3,0.37
2013-09-23 02:00:00,0.182,0.139,0.296,NA,0.21,0.203,0.33,0.3,0.37
2013-09-23 02:30:00,0.182,0.139,0.281,NA,0.21,0.203,0.33,0.285,0.355
2013-09-23 03:00:00,0.182,0.139,0.281,NA,0.21,0.203,0.33,0.285,0.355
2013-09-23 03:30:00,0.182,0.139,0.281,NA,0.21,0.203,0.33,0.3,0.355
2013-09-23 04:00:00,0.182,0.139,0.281,NA,0.195,0.203,0.33,0.285,0.355
2013-09-23 04:30:00,0.182,0.139,0.281,NA,0.195,0.203,0.33,0.285,0.355
2013-09-23 05:00:00,0.182,0.139,0.281,NA,0.195,0.203,0.33,0.285,0.355
2013-09-23 05:30:00,0.182,0.139,0.281,NA,0.195,0.203,0.33,0.285,0.355
2013-09-23 06:00:00,0.182,0.139,0.266,NA,0.195,0.203,0.33,0.285,0.34
2013-09-23 06:30:00,0.182,0.139,0.266,NA,0.195,0.203,0.33,0.285,0.34
2013-09-23 07:00:00,0.182,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 07:30:00,0.182,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 08:00:00,0.182,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 08:30:00,0.182,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 09:00:00,0.167,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 09:30:00,0.167,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 10:00:00,0.167,0.139,0.266,NA,0.18,0.203,0.33,0.285,0.34
2013-09-23 10:30:00,0.167,0.13,0.262,NA,0.18,0.203,0.33,0.285,0.325
2013-09-23 11:00:00,0.162,0.13,0.262,NA,0.185,0.203,0.315,0.285,0.325
2013-09-23 11:30:00,0.162,0.13,0.262,NA,0.185,0.197,0.315,0.27,0.325
2013-09-23 12:00:00,0.162,0.13,0.262,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 12:30:00,0.162,0.115,0.262,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 13:00:00,0.162,0.115,0.262,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 13:30:00,0.162,0.115,0.262,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 14:00:00,0.162,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 14:30:00,0.162,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 15:00:00,0.147,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.325
2013-09-23 15:30:00,0.147,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.31
2013-09-23 16:00:00,0.147,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.31
2013-09-23 16:30:00,0.147,0.115,0.247,NA,0.185,0.182,0.315,0.27,0.31
2013-09-23 17:00:00,0.147,0.115,0.247,NA,0.17,0.182,0.315,0.27,0.31
2013-09-23 17:30:00,0.147,0.115,0.247,NA,0.17,0.182,0.315,0.27,0.31
2013-09-23 18:00:00,0.147,0.1,0.232,NA,0.17,0.182,0.315,0.27,0.31
2013-09-23 18:30:00,0.147,0.1,0.232,NA,0.17,0.182,0.315,0.27,0.31
2013-09-23 19:00:00,0.147,0.1,0.232,NA,0.17,0.182,0.315,0.27,0.31
2013-09-23 19:30:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 20:00:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 20:30:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 21:00:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 21:30:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 22:00:00,0.147,0.1,0.232,NA,0.17,0.182,0.3,0.255,0.295
2013-09-23 22:30:00,0.147,0.1,0.232,NA,0.155,0.182,0.3,0.255,0.295
2013-09-23 23:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-23 23:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 00:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 00:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 01:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 01:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 02:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 02:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 03:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.295
2013-09-24 03:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 04:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 04:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 05:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 05:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 06:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 06:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 07:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 07:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.255,0.28
2013-09-24 08:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 08:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 09:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 09:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 10:00:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 10:30:00,0.147,0.1,0.232,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 11:00:00,0.147,0.1,0.217,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 11:30:00,0.147,0.1,0.217,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 12:00:00,0.147,0.1,0.217,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 12:30:00,0.147,0.1,0.217,NA,0.155,0.167,0.3,0.24,0.28
2013-09-24 13:00:00,0.147,0.1,0.217,NA,0.155,0.167,0.285,0.24,0.28
2013-09-24 13:30:00,0.147,0.1,0.217,NA,0.155,0.167,0.285,0.24,0.28
2013-09-24 14:00:00,0.147,0.1,0.217,NA,0.155,0.167,0.285,0.24,0.28
2013-09-24 14:30:00,0.132,0.085,0.217,NA,0.155,0.167,0.285,0.24,0.28
2013-09-24 15:00:00,0.132,0.085,0.217,NA,0.155,0.167,0.285,0.24,0.265
2013-09-24 15:30:00,0.147,0.085,0.202,NA,0.155,0.167,0.285,0.225,0.265
2013-09-24 16:00:00,0.147,0.085,0.202,NA,0.155,0.152,0.285,0.225,0.265
2013-09-24 16:30:00,0.147,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 17:00:00,0.147,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 17:30:00,0.147,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 18:00:00,0.147,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 18:30:00,0.132,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 19:00:00,0.132,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 19:30:00,0.132,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 20:00:00,0.132,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 20:30:00,0.132,0.085,0.202,NA,0.14,0.152,0.285,0.225,0.265
2013-09-24 21:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-24 21:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-24 22:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-24 22:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-24 23:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-24 23:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-25 00:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.265
2013-09-25 00:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 01:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 01:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 02:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 02:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 03:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 03:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 04:00:00,0.132,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 04:30:00,0.132,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 05:00:00,0.132,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 05:30:00,0.132,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 06:00:00,0.132,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 06:30:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 07:00:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 07:30:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 08:00:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 08:30:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 09:00:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 09:30:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 10:00:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 10:30:00,0.132,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 11:00:00,0.117,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 11:30:00,0.117,0.085,0.202,NA,0.155,0.152,0.27,0.225,0.25
2013-09-25 12:00:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 12:30:00,0.117,0.085,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 13:00:00,0.117,0.07,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 13:30:00,0.117,0.07,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 14:00:00,0.117,0.07,0.202,NA,0.14,0.152,0.27,0.225,0.25
2013-09-25 14:30:00,0.117,0.07,0.202,NA,0.14,0.152,0.27,0.21,0.25
2013-09-25 15:00:00,0.117,0.07,0.202,NA,0.14,0.152,0.27,0.21,0.25
2013-09-25 15:30:00,0.132,0.07,0.202,NA,0.14,0.137,0.27,0.21,0.25
2013-09-25 16:00:00,0.132,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 16:30:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 17:00:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 17:30:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 18:00:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 18:30:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 19:00:00,0.117,0.07,0.202,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 19:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 20:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 20:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 21:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 21:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 22:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 22:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 23:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-25 23:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 00:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 00:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 01:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 01:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 02:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 02:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 03:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 03:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 04:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 04:30:00,0.117,0.07,0.187,NA,0.125,0.152,0.27,0.21,0.235
2013-09-26 05:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 05:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 06:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 06:30:00,0.117,0.07,0.187,NA,0.125,0.152,0.27,0.21,0.235
2013-09-26 07:00:00,0.117,0.07,0.187,NA,0.125,0.152,0.27,0.21,0.235
2013-09-26 07:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 08:00:00,0.117,0.07,0.187,NA,0.125,0.152,0.27,0.21,0.235
2013-09-26 08:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 09:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 09:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 10:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 10:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 11:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 11:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 12:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.21,0.235
2013-09-26 12:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0,0.235
2013-09-26 13:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0,0.235
2013-09-26 13:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0,0.235
2013-09-26 14:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.22,0.235
2013-09-26 14:30:00,0.117,0.07,0.187,NA,0.125,0.137,0.27,0.22,0.235
2013-09-26 15:00:00,0.117,0.07,0.187,NA,0.125,0.137,0.255,0.22,0.235
2013-09-26 15:30:00,0.117,0.07,0.172,NA,0.125,0.137,0.255,0.22,0.22
2013-09-26 16:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.22,0.22
2013-09-26 16:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 17:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.22,0.22
2013-09-26 17:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.22,0.22
2013-09-26 18:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 18:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 19:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 19:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 20:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 20:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 21:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 21:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 22:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 22:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 23:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-26 23:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 00:00:00,0.102,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 00:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 01:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 01:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 02:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 02:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 03:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 03:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 04:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 04:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 05:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 05:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 06:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 06:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 07:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 07:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 08:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 08:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 09:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 09:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 10:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 10:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 11:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 11:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 12:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 12:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 13:00:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 13:30:00,0.117,0.07,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 14:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 14:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 15:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 15:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 16:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 16:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 17:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 17:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.22
2013-09-27 18:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.22
2013-09-27 18:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 19:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 19:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 20:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 20:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 21:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 21:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 22:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 22:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 23:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-27 23:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-28 00:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.255,0.205,0.205
2013-09-28 00:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 01:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 01:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 02:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 02:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 03:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 03:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 04:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 04:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 05:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 05:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 06:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 06:30:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 07:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 07:30:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 08:00:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 08:30:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 09:00:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 09:30:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 10:00:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 10:30:00,0.117,0.055,0.172,NA,0.11,0.137,0.255,0.205,0.205
2013-09-28 11:00:00,0.117,0.055,0.172,NA,0.11,0.137,0.24,0.205,0.205
2013-09-28 11:30:00,0.117,0.055,0.172,NA,0.11,0.137,0.24,0.205,0.205
2013-09-28 12:00:00,0.102,0.055,0.172,NA,0.11,0.137,0.24,0.205,0.205
2013-09-28 12:30:00,0.102,0.07,0.172,NA,0.11,0.137,0.24,0.205,0.205
2013-09-28 13:00:00,0.102,0.055,0.172,NA,0.11,0.122,0.24,0.205,0.205
2013-09-28 13:30:00,0.102,0.055,0.172,NA,0.11,0.122,0.24,0.205,0.205
2013-09-28 14:00:00,0.102,0.055,0.172,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 14:30:00,0.102,0.055,0.172,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 15:00:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 15:30:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 16:00:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 16:30:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 17:00:00,0.087,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 17:30:00,0.087,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 18:00:00,0.087,0.055,0.157,NA,0.095,0.122,0.24,0.205,0.205
2013-09-28 18:30:00,0.087,0.055,0.157,NA,0.095,0.107,0.24,0.205,0.205
2013-09-28 19:00:00,0.087,0.055,0.157,NA,0.095,0.107,0.24,0.205,0.205
2013-09-28 19:30:00,0.087,0.055,0.157,NA,0.095,0.107,0.24,0.19,0.205
2013-09-28 20:00:00,0.087,0.055,0.157,NA,0.095,0.107,0.24,0.19,0.205
2013-09-28 20:30:00,0.087,0.055,0.157,NA,0.095,0.107,0.24,0.19,0.205
2013-09-28 21:00:00,0.102,0.055,0.157,NA,0.095,0.107,0.24,0.19,0.205
2013-09-28 21:30:00,0.102,0.04,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-28 22:00:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-28 22:30:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-28 23:00:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-28 23:30:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-29 00:00:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
2013-09-29 00:30:00,0.102,0.055,0.157,NA,0.095,0.122,0.24,0.19,0.205
